ID,Price
0,21482.305
1,33855.145
2,24084.52
3,7675.3
4,31089.18
5,15102.945
6,19613.865
7,27489.47
8,42918.42
9,13726.445
10,18651.47
11,15924.955
12,36956.725
13,20573.675
14,40506.38
15,6445.11
16,24707.725
17,31277.85
18,15913.02
19,18956.02
20,7716.54
21,22232.335
22,18404.255
23,15592.855
24,30565.285
25,17591.575
26,24305.995
27,32764.33
28,20415.845
29,24289.14
30,17528.88
31,33383.955
32,15449.03
33,22135.935
34,19555.365
35,17282.18
36,25483.425
37,38307.105
38,49535.845
39,41876.16
40,15645.44
41,13935.875
42,25150.595
43,39031.38
44,60298.42
45,14484.145
46,22851.74
47,21717.92
48,17100.27
49,16703.595
50,13145.385
51,18935.215
52,17872.25
53,13234.77
54,25551.28
55,16649.47
56,7065.985
57,15928.09
58,17075.755
59,19043.415
60,6626.485
61,16424.62
62,21209.73
63,18988.445
64,6384.965
65,16550.19
66,17474.65
67,9154.885
68,17811.555
69,12700.855
70,16648.255
71,34464.79
72,28033.5
73,54249.45
74,14155.59
75,6722.695
76,6776.265
77,10987.93
78,9043.255
79,14822.875
80,29098.715
81,11223.765
82,17284.33
83,15802.44
84,12819.81
85,11223.98
86,37119.895
87,12077.465
88,8777.275
89,29264.605
90,45944.735
91,27943.92
92,11925.825
93,29150.71
94,18116.47
95,19277.705
96,12452.825
97,9548.45
98,26278.49
99,24904.105
100,24092.075
101,6847.675
102,31049.72
103,17302.45
104,26441.63
105,32610.675
106,23215.65
107,30489.925
108,50418.265
109,21487.03
110,12811.125
111,7526.575
112,19783.205
113,8766.39
114,15686.28
115,8214.435
116,15822.77
117,8502.145
118,7479.865
119,15616.075
120,7879.88
121,31108.285
122,12362.675
123,15902.14
124,8664.96
125,15464.705
126,27257.895
127,13675.85
128,31092.52
129,15698.59
130,18390.185
131,29762.565
132,31181.535
133,12868.445
134,13491.155
135,35340.455
136,14240.005
137,30237.595
138,13856.21
139,31344.63
140,18508.66
141,56427.335
142,35012.31
143,45587.815
144,9912.555
145,27090.5
146,27317.645
147,13560.24
148,30893.565
149,22380.98
150,19966.935
151,20002.74
152,15861.59
153,10167.325
154,16695.56
155,28665.01
156,31969.0
157,42747.055
158,8145.785
159,20476.3
160,14296.005
161,15532.905
162,15771.385
163,7407.405
164,17796.35
165,16425.705
166,13598.995
167,17037.27
168,27240.67
169,15868.165
170,27927.77
171,22727.035
172,11652.58
173,27870.43
174,8793.09
175,21411.92
176,22376.68
177,20424.55
178,12758.35
179,35457.725
180,7299.925
181,15456.93
182,12678.33
183,16560.18
184,16505.335
185,16980.575
186,15416.66
187,23989.57
188,10707.205
189,17716.88
190,36331.55
191,12362.825
192,11049.695
193,15936.89
194,23939.045
195,9673.215
196,18223.515
197,13031.085
198,12596.0
199,20623.235
200,11248.46
201,19449.55
202,16719.13
203,26596.43
204,25748.265
205,14977.765
206,22648.32
207,14928.515
208,14469.88
209,14071.365
210,12327.615
211,19260.185
212,39119.75
213,42667.785
214,14627.385
215,17868.35
216,10156.46
217,25443.795
218,15598.09
219,43318.00166666667
220,25250.97
221,20297.565
222,13850.995
223,18443.115
224,8821.795
225,12062.93
226,23354.445
227,11445.02
228,51614.53
229,27387.445
230,7589.975
231,13639.07
232,16295.585
233,17698.525
234,21267.75
235,27355.665
236,16283.02
237,21201.165
238,32266.05
239,23567.65
240,20523.855
241,26137.985
242,37668.61
243,11848.52
244,16397.185
245,10647.005
246,19790.7625
247,26955.15
248,12067.84
249,27521.88
250,20001.33
251,9937.565
252,7328.07
253,19682.48
254,16053.29
255,16474.7
256,16101.98
257,14283.095
258,63957.235
259,23032.13
260,20153.68
261,47140.61
262,44301.815
263,8122.44
264,17183.86
265,12261.675
266,19854.56
267,15693.005
268,26184.515
269,13238.49
270,37188.04
271,27159.535
272,14200.54
273,22555.65
274,23741.755
275,19583.27
276,19494.025
277,16722.36
278,16340.93
279,39612.37
280,13240.63
281,39950.49
282,19800.745
283,54656.15
284,9066.325
285,17940.225
286,22063.55
287,33432.46
288,45139.76
289,15573.085
290,33708.6
291,12452.05
292,23406.95
293,37551.575
294,24448.27
