ID,Price
0,17635.689557291666
1,34466.398489583335
2,20152.508932291665
3,8593.135325520832
4,32966.85565104167
5,15259.945390625
6,19599.057083333333
7,20919.892291666667
8,45647.37651041666
9,16750.611927083333
10,26097.24890625
11,15749.5146875
12,30478.57958333333
13,22725.29815104167
14,40097.14864583333
15,5692.804941406251
16,18053.49255208333
17,31756.809427083335
18,16781.767682291666
19,21895.627760416668
20,9748.878125000001
21,21135.176666666666
22,24189.229583333334
23,15339.60734375
24,31574.125338541664
25,16618.0333203125
26,24278.429296874998
27,32910.16651041667
28,61721.460885416665
29,51780.45286458333
30,16131.562682291667
31,39583.578802083335
32,16226.050624999998
33,25421.727864583332
34,19169.625442708333
35,18571.496692708333
36,29559.058854166666
37,40426.62276041667
38,48405.55203125
39,39739.0296875
40,57317.6025
41,14854.381679687498
42,18224.768828125
43,39293.380833333336
44,41161.38744791667
45,39460.935286458334
46,23057.495130208332
47,17151.558619791667
48,24589.025130208334
49,16595.298841145832
50,14806.9463671875
51,19103.592213541666
52,17279.4064453125
53,11867.231822916665
54,26716.895442708334
55,17339.951432291666
56,8762.110130208333
57,13977.3893359375
58,17559.365494791666
59,24714.97846354167
60,7704.093001302083
61,16330.248528645834
62,18269.4653125
63,17238.141562499997
64,8371.930703125001
65,59369.05223958333
66,24833.314088541665
67,12837.4800390625
68,17370.084791666668
69,55247.409270833334
70,17540.687604166666
71,33125.29927083333
72,28564.049453125
73,51296.63885416667
74,25411.471848958332
75,6561.572747395833
76,10473.993111979167
77,11047.924049479167
78,10106.9025
79,17587.1253125
80,25652.222552083334
81,11054.883255208333
82,21136.114973958334
83,18161.922135416666
84,13588.700390625001
85,32609.854375
86,35279.79533854167
87,21632.156953125
88,8291.067682291667
89,19459.492447916666
90,43885.99192708333
91,37464.24760416667
92,9057.875279947917
93,28330.135729166668
94,23369.905755208336
95,20802.976666666666
96,13655.504765625
97,9335.220507812499
98,24569.584088541666
99,24237.101796875
100,15774.762018229167
101,7662.759088541668
102,31792.295312500002
103,23838.7825
104,26794.79026041667
105,29485.64572916667
106,20907.936197916668
107,31448.980833333335
108,52020.67338541666
109,22930.296432291667
110,33999.163515625
111,9784.985703125
112,19054.196744791665
113,9094.4865625
114,15025.897760416667
115,8931.93265625
116,23435.055130208333
117,10368.116822916667
118,6788.08396484375
119,17180.033606770834
120,8861.63578125
121,39254.05765625
122,19212.428880208332
123,16417.546015625
124,8470.634700520834
125,15670.260859375
126,26699.969244791664
127,22207.708385416667
128,38617.82708333333
129,17052.681302083332
130,22633.382994791667
131,20748.989609375
132,37557.67661458333
133,12687.111549479167
134,17538.830572916664
135,34391.022135416664
136,15825.873294270832
137,31020.096536458335
138,9979.31234375
139,32159.293854166666
140,17596.252799479167
141,57106.28630208334
142,37629.72479166667
143,45144.27765625
144,12177.809374999999
145,29254.515989583335
146,18533.703046874998
147,13351.378138020833
148,29938.872213541665
149,34799.40606770833
150,17701.333567708334
151,20643.797786458334
152,18420.434140625
153,8429.1729296875
154,18957.63338541667
155,33967.257239583334
156,29386.913619791667
157,44641.66572916667
158,8254.862369791666
159,20574.61518229167
160,14470.5284375
161,16225.936953125
162,16121.057408854167
163,9059.557330729165
164,22571.232890625
165,18423.532955729166
166,19303.0269921875
167,19975.454921875
168,26265.086640625
169,12933.270833333334
170,30630.363046875
171,20400.449453125
172,10332.284739583332
173,28868.92778645833
174,8815.058177083332
175,21263.539661458333
176,19006.092265625
177,19375.36580729167
178,13984.938424479167
179,24558.889739583334
180,8825.9144140625
181,18234.9978125
182,12062.983815104168
183,14546.195299479166
184,16294.407955729164
185,24027.866119791666
186,14657.177630208333
187,25568.46890625
188,14045.981197916668
189,18249.349583333333
190,33592.5065625
191,14898.665390625
192,10585.117044270834
193,42479.906328125006
194,37174.31875
195,9960.909921875
196,17660.63994791667
197,12540.5283984375
198,11330.207942708332
199,21760.298932291666
200,14403.534010416668
201,61471.007864583335
202,16560.704244791665
203,29777.707447916666
204,32428.0809375
205,20836.898203125
206,23288.324713541664
207,23438.019713541667
208,14161.529036458334
209,14145.372174479167
