ID,Price
0,24721.72513562387
1,28718.579432943294
2,14816.424322136787
3,8648.496615384616
4,25267.44985731757
5,23267.577081427266
6,17381.2714667964
7,25267.44985731757
8,35920.99936638682
9,14321.962125603864
10,24721.72513562387
11,17575.027896995707
12,29085.519894399396
13,24593.888547395665
14,22647.60512367491
15,9106.576627878188
16,25267.44985731757
17,28718.579432943294
18,17381.2714667964
19,20760.27692900244
20,18557.472096233483
21,20302.8231827112
22,24593.888547395665
23,17683.7640077821
24,29508.46659815005
25,17266.79103053435
26,29508.46659815005
27,29508.46659815005
28,26701.79974489796
29,29085.519894399396
30,17327.324008810574
31,35492.57745144481
32,19069.020225776105
33,18130.219952634696
34,19348.11751552795
35,20760.27692900244
36,15912.771588421308
37,41110.54975845411
38,41110.54975845411
39,33978.194881889765
40,29085.519894399396
41,14816.424322136787
42,24721.72513562387
43,26880.486268939392
44,35920.99936638682
45,29085.519894399396
46,19415.567299006325
47,13875.933403582718
48,24721.72513562387
49,22679.295261510953
50,14816.424322136787
51,26880.486268939392
52,14092.985260166934
53,15912.771588421308
54,35492.57745144481
55,11708.845549383552
56,11530.072154471545
57,14092.985260166934
58,18557.472096233483
59,24721.72513562387
60,8648.496615384616
61,17575.027896995707
62,30394.84206815511
63,14092.985260166934
64,9106.576627878188
65,29085.519894399396
66,23267.577081427266
67,13172.184727681079
68,19415.567299006325
69,29085.519894399396
70,17683.7640077821
71,29781.78557202921
72,35920.99936638682
73,30313.980582524273
74,23267.577081427266
75,18130.219952634696
76,11708.845549383552
77,13126.999193873438
78,13126.999193873438
79,13172.184727681079
80,24721.72513562387
81,14092.985260166934
82,22679.295261510953
83,15372.990044247788
84,14816.424322136787
85,15372.990044247788
86,29781.78557202921
87,25267.44985731757
88,13126.999193873438
89,17327.324008810574
90,29781.78557202921
91,32157.501535682022
92,14092.985260166934
93,28718.579432943294
94,14092.985260166934
95,20760.27692900244
96,19069.020225776105
97,13126.999193873438
98,25267.44985731757
99,13172.184727681079
100,20760.27692900244
101,8648.496615384616
102,20760.27692900244
103,15912.771588421308
104,18557.472096233483
105,32157.501535682022
106,14816.424322136787
107,22679.295261510953
108,41110.54975845411
109,23267.577081427266
110,17048.715377489578
111,9106.576627878188
112,17327.324008810574
113,15144.140010580144
114,14816.424322136787
115,19415.567299006325
116,24721.72513562387
117,17327.324008810574
118,13126.999193873438
119,11530.072154471545
120,8648.496615384616
121,29085.519894399396
122,18557.472096233483
123,26701.79974489796
124,11530.072154471545
125,24593.888547395665
126,29508.46659815005
127,24593.888547395665
128,30394.84206815511
129,10722.56492182189
130,17381.2714667964
131,18557.472096233483
132,32157.501535682022
133,15144.140010580144
134,17327.324008810574
135,35920.99936638682
136,14321.962125603864
137,29781.78557202921
138,18130.219952634696
139,28718.579432943294
140,11708.845549383552
141,30313.980582524273
142,24593.888547395665
143,41110.54975845411
144,13126.999193873438
145,24593.888547395665
146,14321.962125603864
147,14092.985260166934
148,33978.194881889765
