ID,Price
0,21333.03027329908
1,33519.9615758506
2,20334.55782142644
3,8751.46246003872
4,28597.260016322052
5,18865.79614430758
6,18966.60787496866
7,24901.562297573622
8,38933.78508740521
9,17681.20810587774
10,22888.366277056313
11,17698.758463527196
12,30844.629965747972
13,23624.657513701834
14,32478.760436449083
15,7651.78476182542
16,21139.52419200671
17,29052.94558205368
18,18668.87662862001
19,20522.79224311445
20,12321.663231853838
21,19972.693929656158
22,22396.2990310718
23,18478.339908027872
24,28338.38547716479
25,16452.50009376566
26,24304.93259948232
27,28717.363182883546
28,38068.21210480262
29,33062.762225782135
30,17554.1561027901
31,36255.302154746336
32,17359.420186135994
33,21895.59042023023
34,19869.558331877637
35,18582.647615990394
36,23684.59465381145
37,38871.55755054343
38,42119.72763461685
39,37154.5444868593
40,32554.222573048726
41,17298.607674790135
42,23064.49596355722
43,35726.67613956193
44,41608.23703008764
45,25717.019049529295
46,21196.026731372393
47,17000.85330061048
48,21726.020509011927
49,19427.59709043914
50,15571.443791335498
51,20859.632576666143
52,16795.807727312258
53,14606.530499006307
54,27533.994970108553
55,15135.613859157898
56,9234.677169794058
57,15058.110993034252
58,17609.91161641666
59,23289.12496414645
60,7785.985877509061
61,18066.776695719327
62,22780.038019863972
63,16952.917527948466
64,8466.982754407147
65,34620.14594223265
66,20087.888674369722
67,12381.288165091692
68,18222.576926792754
69,30265.9445242689
70,18796.956952206692
71,30874.26391210748
72,28195.427620450824
73,41604.789985973264
74,18390.614900242672
75,10363.461457706895
76,9491.90085094656
77,12413.634199395317
78,11392.311604470387
79,14314.316176542097
80,26769.74151811772
81,12712.194632067409
82,23740.23027759037
83,17610.269207133886
84,15661.890614433913
85,20748.775059269927
86,33589.91968033664
87,16320.22687365931
88,10533.294481990366
89,24969.183235708962
90,35226.31735296456
91,31428.807985081305
92,12465.04586529765
93,27441.853008208855
94,19480.91326940259
95,21045.56604207261
96,16235.014951384539
97,10921.10291869785
98,22978.79032286412
99,20950.56533060241
100,19963.75343813395
101,7944.902938451906
102,28010.25999890998
103,19841.657243892616
104,20349.636244828424
105,31494.281904543997
106,21407.247242133333
107,29784.387089470893
108,44735.64018068306
109,20883.598009341116
110,20928.47905132569
111,9410.065715510345
112,19659.43663585287
113,11675.321188589996
114,16595.205820485327
115,12528.315272138978
116,21489.45188842863
117,12424.417855650885
118,9549.870250219532
119,13933.316919963667
120,9315.118195015717
121,31493.204743854352
122,16353.147341120073
123,20069.95939496469
124,9122.332318114108
125,19587.281559213363
126,25800.31650526177
127,20006.229265105354
128,31930.162400028512
129,15369.855873307775
130,20587.566624673145
131,21186.582671937398
132,31633.7645299782
