ID,Price
0,21951.843766874106
1,33309.662633503016
2,23450.552769710353
3,8577.112793933293
4,28278.790495334215
5,19964.780007899462
6,17962.011985377576
7,26200.182209919047
8,32923.812291407165
9,19910.907073457427
10,21385.45444945187
11,21184.763905769563
12,31143.289245645516
13,24516.316133991462
14,29987.444517545187
15,8856.797404251796
16,22130.44100650408
17,27662.54048121286
18,17733.088506504082
19,18531.66401624309
20,11513.431639854927
21,19271.246985377576
22,22146.997247736545
23,20384.599407121983
24,26634.907068616863
25,17431.848682155978
26,23505.113914758036
27,27536.545324973056
28,24884.32861354397
29,22747.572712916146
30,18522.444213226445
31,30214.456616190946
32,17724.067642614493
33,19703.296689897434
34,20725.97441894886
35,18389.10201456418
36,21190.28895762858
37,35423.184776816146
38,35701.92257823322
39,34295.1237940882
40,20149.87964050871
41,19739.810031024143
42,25075.241724747862
43,36095.21684501817
44,42977.657997782364
45,16971.609593785455
46,19660.116914457194
47,17319.704945675305
48,19846.616986236735
49,22327.189690076546
50,17962.050476730088
51,20588.11642365333
52,16847.26370736195
53,16351.639517545189
54,25927.972688197675
55,15001.5273010474
56,8272.455293933293
57,15873.222788094656
58,15712.16330219786
59,22303.91903045549
60,8460.702408816367
61,19595.111284615956
62,22607.181543063605
63,17400.49393644227
64,8887.708521200386
65,20702.35541447217
66,17885.011160725633
67,11976.810631137334
68,18640.03201754519
69,17515.20844879785
70,19916.185120687485
71,33811.92184501817
72,26040.365481212863
73,41194.63855379335
74,16339.737781422897
75,10810.704010561378
76,9448.624960533492
77,14130.026182155976
78,12458.59702401374
79,14714.627344825536
80,25707.613033697417
81,12782.786082017496
82,25044.86865274823
83,17925.455773778966
84,17889.625814103176
85,17671.065232080815
86,35139.47434501817
87,14193.811985377575
88,11586.933186922764
89,24417.586958766035
90,35917.23724773654
91,30390.682745848673
92,14598.241689897433
93,27163.840369979924
94,17693.564189897435
95,20618.809782190023
96,17161.338030632098
97,12113.635118016427
98,23076.806023775258
99,20107.21413985493
100,21644.806683835683
101,8685.985223247959
102,26504.817282190023
103,17157.126101821967
104,20027.53276063819
105,28893.822869979926
106,23149.587873396566
107,30227.185185022605
108,39376.914115550244
109,19892.72634515924
110,17763.17557779753
111,9555.793611806565
112,20871.559782190023
113,13672.896105103162
114,20442.85150436621
115,13031.813637752159
116,19128.626495442004
117,13268.864375120384
118,10938.228186922766
119,13082.528654278874
120,9214.431154278875
121,28091.260905173258
122,14426.11838978056
123,20895.939747736542
124,9412.6116167748
125,21796.97699903519
126,24726.106186450586
127,19315.401848248217
128,26804.99462509287
129,14241.454391627121
130,20547.357068616864
131,23315.593628894
132,31998.037686600226
133,15704.025676546038
134,17725.53478219002
135,34096.5096460983
136,17473.99391714104
137,31438.24546189846
138,14152.491641059805
139,28148.461661871253
140,15333.906081912914
141,44677.65086645972
142,32738.57524929427
143,35267.667397574725
144,13592.338682155976
145,26801.239749734377
146,25016.43557779753
147,14701.758961559884
148,27012.95445381912
149,27507.096629317122
150,22641.74675191927
151,19079.902443976804
152,19327.622014036642
153,10871.536808166435
154,23594.750030663898
155,24858.960979068732
156,25265.520718827218
157,31412.31217637343
158,9707.134904251796
159,22256.03095534231
160,15783.331689897434
161,18690.711326020777
162,16834.028956673752
163,10756.855257245816
164,18135.121806775063
165,17215.495005960795
166,16396.554192433538
167,18323.543970280523
168,26912.329439704707
169,16569.41168989743
170,25515.006116884764
171,25432.86443658951
172,16946.110838683788
173,23674.88301400238
174,10473.323256353451
175,17188.0725050559
176,22657.86814230567
177,22847.908121274846
178,15015.236182155975
179,30493.80352686858
180,8918.81108247014
181,17534.580825964396
182,11078.627793933294
183,16972.238687776276
184,19431.3649973969
185,19576.113621862918
186,13342.572404251796
187,27211.33165975021
188,12266.172010556184
189,21552.052716064893
190,30301.87802114185
191,17161.36978219002
192,15324.367270491082
193,18900.856756323294
194,21954.22103607953
195,12176.984891027027
196,21562.09761441278
197,17892.815777328935
198,14934.061182155976
199,21553.3562330661
200,15365.141064345415
201,22285.802943923605
202,16629.352152916596
203,21933.54418989743
204,22812.600929300024
205,18077.763771376438
206,27903.686845018172
207,19992.024455120285
208,18406.360967116045
209,17214.362623085537
210,12617.293547694999
211,17785.171985377576
212,35937.97571969859
213,37707.3944736611
