ID,Price
0,21940.101573749405
1,34469.754255668675
2,22834.962914181902
3,8699.663412101361
4,28748.051085431143
5,19167.034328182974
6,18428.764500668385
7,27460.295301404363
8,36883.80715260478
9,19200.457580221617
10,20686.231351717914
11,19639.25406217971
12,32375.888142930344
13,23250.702292452643
14,33046.608845030125
15,8150.9541288761975
16,23430.32981162772
17,28352.952117683573
18,17435.49975954439
19,19351.914031662058
20,12352.361978653285
21,19686.738875668383
22,20449.95649849103
23,19330.97187037299
24,27674.918514494577
25,17408.317741228984
26,24049.198990047025
27,28267.62852394037
28,25965.965820487647
29,22545.305636735764
30,18531.328694234297
31,32288.377327460632
32,16647.202972680494
33,20867.26550159829
34,20176.287633465905
35,18324.37725450112
36,21639.62297696072
37,37516.37839287743
38,38497.71270840548
39,35778.380706475466
40,19029.332520755805
41,18422.07517693276
42,24598.17547274857
43,37083.908886262114
44,43798.829290188245
45,16646.725406273636
46,20115.571432554796
47,18157.20368774187
48,19433.278511657823
49,21117.201980884365
50,16762.726359486725
51,19830.995584518885
52,16626.5013257413
53,15753.64737367596
54,25283.249370256784
55,15314.493135594099
56,8178.601055330529
57,15273.137783208937
58,17007.304831673573
59,21847.12180155366
60,7482.317881919244
61,18903.014944952305
62,22640.846940167405
63,16721.99888731568
64,7731.9036625710905
65,20119.809208606446
66,18120.803013400422
67,10759.322647320723
68,18611.070173155127
69,16474.0683278444
70,19225.475627333322
71,32941.574198762115
72,26257.050945808576
73,42857.95825461223
74,15635.128247511098
75,9634.418559124251
76,8723.502740616079
77,12964.667519874818
78,12148.431544654994
79,14038.086524154525
80,27162.488116214943
81,12886.277635407498
82,24298.183268498822
83,17384.087052310977
84,16907.703016693784
85,16840.084178158042
86,34197.52326126211
87,14673.11065952255
88,10921.444064719342
89,25886.96617563569
90,34122.35477974103
91,30436.25724723245
92,14127.881178681622
93,26902.661158111616
94,18521.12807972329
95,21115.793761043347
96,15771.560640213065
97,11331.712148990118
98,23967.862218975173
99,20852.345884903287
100,20211.98831005712
101,8126.356197009056
102,27843.19524541835
103,17869.81063038131
104,19631.929392508795
105,29822.680741444947
106,22960.457019764377
107,30452.745201473404
108,43382.493524950165
109,19792.219256147826
110,16163.01353624002
111,9180.745220371044
112,20836.666156876683
113,12485.172273193775
114,18741.619752910807
115,12438.62673506394
116,18863.05698654467
117,12590.00040372609
118,9947.93516497976
119,11859.751850248416
120,8796.362794258834
121,29773.686957615504
122,13402.273587978707
123,20296.647982866027
124,9235.034697641533
125,20275.410447273458
126,25273.712067008728
127,17521.537430082146
128,26545.10774485358
129,14428.891143897248
130,20632.96200407791
131,23320.35017967933
132,31507.827207733484
133,15135.673042176524
134,16345.365310522515
135,33915.658774482195
136,16922.127780698193
137,31378.68121939064
138,12705.116497685704
139,28993.669102705837
140,15280.19878117111
141,47551.988598473145
142,31901.373082862847
143,38313.75743171648
144,12650.121621437318
145,27877.711265447917
146,26197.701192490018
147,14747.144646248256
148,28482.601797337746
149,26496.59371641975
150,22482.21072523785
151,18855.4837907762
152,19539.77014477443
153,10684.143028360957
154,21484.05601002593
155,26054.742866254153
156,26489.88100005148
157,33871.37738841562
158,9669.428803355364
159,22013.827928561543
160,16203.73479847329
161,18160.698175680518
162,16978.363705490836
163,10357.309754830543
164,17830.767402433376
165,16858.887621161364
166,16347.926753289024
167,18954.281917687014
168,26680.68381917814
169,16836.63578805662
170,27748.683114381507
171,23562.26444210134
172,15466.253905476691
173,25246.086722876586
174,9877.566741214801
175,17778.440914828934
176,22365.74152195378
177,22707.414658974896
178,14617.42210320815
179,31174.630736662384
180,8135.80683492801
181,17585.743337101263
182,10844.78636783053
183,16512.60313560085
184,18793.850753472932
185,19855.557518741945
186,14059.515391897032
187,27139.601314833475
188,11552.360116412456
189,21094.70767008493
190,31225.6517536779
191,16069.400818335014
192,14442.173883452388
193,17823.861209944695
194,25940.554909469687
195,11349.230812768017
196,20535.080050233522
197,16613.479723948458
198,14474.675879249817
199,20550.188660585733
200,14023.93746737611
201,22092.35756157407
202,16284.79108371523
203,22896.349121389954
204,23268.01715599168
205,17672.544337167627
206,26415.07117792878
207,18951.223334663522
208,17352.424564014862
209,16412.610889348693
210,12913.531961484166
211,18258.84187046005
212,37340.80412563239
213,37991.6874616074
214,15079.324489998255
215,17810.355657848286
216,14735.54386873276
217,22024.097678611244
218,16091.821271501716
219,39485.70043297901
220,25312.511697129918
221,21008.119490210014
222,14362.587880590232
223,20700.670090347452
224,11727.556690324636
225,12069.647058563698
226,20115.853105655595
227,14054.425358531696
228,40336.25290993216
229,28030.557504565124
230,9349.701787263833
231,17071.780852815155
232,19949.238771176988
233,21031.52256068282
234,18031.861835582702
235,21663.178798625984
236,18406.444873262823
237,26002.386047720447
238,26711.403133995937
239,26651.819884452812
240,19930.710640278427
241,25374.09540662266
242,32790.918967656944
243,13451.150048187881
244,19038.149246986362
245,10293.076711331973
246,23883.18130973245
247,24684.1675573734
248,16020.333612246546
249,25742.679472352174
250,18799.25495477065
251,10686.154219778176
252,10475.807148013426
253,15495.884753876197
254,18455.710032448456
255,19803.835300574363
256,17341.316515740265
257,13476.401499092593
258,48130.84695569866
259,25079.13635194447
260,18210.37202342833
261,41413.695188345446
262,38267.29139174382
263,9416.751288154259
264,17962.825565324394
265,13589.888513294734
266,18346.865440095997
267,15906.563445980884
268,24436.037145105398
269,15216.675881803445
270,34093.718730012115
271,25964.598192393198
272,14707.953229145702
273,20568.64641305662
274,22170.25527266419
275,20162.279171956736
276,22685.299763007362
277,17602.145429118256
278,19367.806261043348
279,38256.81103364079
280,16972.158943604012
281,35608.94663303878
